"univID","stl","mds","mdf","maf","lps","ect","tpg","mav","mcv","mpt","cle","pmx","ds1","ds2","lpt","ds3","lps.sc","ect.sc","tpg.sc","cle.sc","pmx.sc","ds1.sc","ds2.sc","lpt.sc","ds3.sc"
"Pax.L.M.116",40.51,3,12,10,4.13,7.2276343253405,6.88402629927898,14,16,6,7.694,2.456,1.811,2.25,0.549,0.297,5.01494144739213,9.30368262767436,10.9525360972118,10.1420843711849,3.30776032123541,2.22966188307091,2.735997053526,0.711213279621917,0.354947293235497
"Pax.L.M.117",43.77,3,12,7,3.8,6.86976298410135,7.82195706070701,14,18,6,7.899,2.842,2.174,2.271,0.688,0.386,4.35661185458056,8.18167445136618,10.7818168555572,9.56341522721405,3.49239360346959,2.48946008493205,2.59663841977814,0.824653040264493,0.436354213003562
"Pax.L.M.118",44.97,3,13,10,4.29,7.65914052468334,6.93925079300552,14,17,6,8.318,2.911,2.446,2.83,1.036,0.579,4.82062922042333,8.87735992613242,9.09746138060662,9.7758240187493,3.46442467800061,2.73088449417832,3.1669197637591,1.20851119824997,0.641932557563388
"Pax.L.M.119",40.11,3,13,9,4.13,6.90086694644178,7.1098894462611,14,17,6,7.709,2.769,2.009,2.454,0.864,0.46,5.05201574242763,8.97202362516487,11.5218374543973,10.2732602305064,3.77339349961689,2.49652428583633,3.00770858881179,1.13049215339072,0.553684232506494
"Pax.L.M.120",40.48,3,13,10,2.97,6.81517737351129,6.48253746017919,15,18,6,7.315,2.718,1.481,1.852,0.673,0.351,3.60837012547742,8.77928193531457,10.3279343904783,9.65034595724562,3.66383689512519,1.82463869231008,2.25335708877206,0.872500258251699,0.419706543988586
"Pax.L.M.121",42.45,3,12,9,4.79,7.12161680026653,8.4411900615286,14,18,6,7.709,2.228,2.578,2.791,0.803,0.488,5.61787391165455,8.74651114811937,12.3147691850973,9.65275370755312,2.83898433555839,3.03795258538275,3.26988785059395,0.992541802975641,0.563934116891015
"Pax.L.M.122",40.26,3,12,9,2.81,6.34530345925202,6.33382550535225,14,16,6,6.284,2.416,1.821,1.956,0.729,0.284,3.42781740697471,8.2188508536836,10.1934377283917,8.33998379115371,3.2778292786437,2.25500687661996,2.39023457623018,0.950285147766986,0.340924114217526
"Pax.L.M.123",42.09,3,12,10,3.8,6.56420433803984,6.79866132178024,14,NA,5,7.605,2.454,1.745,2.25,0,0.234,4.48503170922017,8.13116839043751,10.0762919311466,9.61205985810841,3.15865727072082,2.07279747759588,2.6539806621343,0,0.272071076113712
"Pax.L.M.124",40.4,3,12,10,3.63,6.76392163576268,7.90182489155113,15,16,6,7.59,2.611,2.195,2.436,1.61,0.478,4.41671075026794,8.73058245800507,12.6353720381894,10.0349293133805,3.52785686317832,2.70932313334856,2.96858664941746,2.09140839581026,0.572379282509328
"Pax.L.M.125",41.86,3,12,10,3.47,6.57678523403579,6.91674874907208,14,17,6,7.595,2.845,2.129,2.461,1.207,0.574,4.11223336771241,8.19170713821831,10.3559396913059,9.65738963428506,3.68577055445863,2.54194030875084,2.9155453578218,1.51301272139511,0.670021108655504
"Pax.L.M.126",42.9,3,13,10,3.63,7.4827159324,7.15199870862808,14,17,6,7.62,2.408,1.994,2.428,0.925,0.467,4.22419393313321,9.0931906941536,10.2320556478518,9.43140208695272,3.03026817304668,2.32667166975469,2.82084242367098,1.1312996000132,0.53559249957552
"Pax.L.M.127",37.45,3,11,9,3.47,6.30274014344163,7.15782228266068,14,17,6,6.891,2.337,1.593,1.938,0.615,0.32,4.46646649863825,8.77899160609431,13.1724986427598,9.90231052179874,3.45428728060746,2.11093960931193,2.50853568561081,0.862075607589093,0.404640606603199
"Pax.L.M.128",45.52,3,11,9,3.96,7.24793501730135,7.35074321124476,14,17,6,8.222,2.53,1.933,2.347,1.443,0.348,4.40984131708158,8.29881539982694,9.42225628598788,9.53479064713391,2.96795652738499,2.13370989211946,2.60114283633757,1.66286660397071,0.382469036447606
"Pax.L.M.129",40.75,3,12,9,4.13,6.74584061541002,7.70124346667409,14,17,6,7.463,2.654,1.367,1.844,1.544,0.538,4.99300149435682,8.63213917410842,12.1193341110171,9.77394174767338,3.54951192811291,1.67373607184353,2.23179027199386,1.98838046717755,0.640245001278134
"Pax.L.M.130",36.94,3,11,9,NA,6.62555486810954,NA,13,17,6,7.102,2.057,1.862,2.035,0.78,0.399,NA,9.35659696584732,NA,10.3604355711745,3.09019546543263,2.49928418492044,2.66297948762644,1.10851831441978,0.509532217064155
"Pri.L.F.025",38.55,3,12,10,2.97,6.16125054376073,7.07915881206615,14,18,5,6.764,1.814,1.013,1.377,0,0.19,3.74161372938631,8.33599974292973,12.3472098908124,9.41550528169298,2.59088663065364,1.30646294041808,1.74180490322818,0,0.235308885604513
"Pri.L.F.026",42.61,3,12,9,3.3,6.92805854661335,7.50652882177344,14,17,6,7.013,2.06,1.491,2.187,1.534,0.541,3.85955896898018,8.47670294762365,10.8751146298236,8.7450403284971,2.6132455097918,1.7508376108251,2.55459556329723,1.88894122283735,0.62349319830312
"Pri.L.F.027",44.08,2,12,9,3.63,7.26905237119692,8.7026014771778,13,19,6,7.917,2.25,0,2.426,0.917,0.66,4.13996664595367,8.5960725520148,11.8398265566614,9.51116669397658,2.7419022212452,0,2.75833513431314,1.09137809789248,0.742323550032254
"Pri.L.F.028",41.26,3,13,10,3.96,7.27580463486453,8.24067508054815,15,16,6,NA,NA,2.316,3.198,0.859,0.737,4.74348391746073,9.19472281166358,12.6727296620611,NA,NA,2.80284569851147,3.83242945338199,1.09250339122152,0.869260131208261
"Pri.L.F.029",42.07,3,9,9,3.3,6.72206089405139,6.99538214777127,14,17,6,7.201,2.068,1.359,2.09,0.452,0.399,3.89627026141834,8.33068289370835,10.376988000371,9.10619317217109,2.66331735877654,1.6150061240937,2.46618536123724,0.563757102704605,0.464074540650907
"Pri.L.F.030",40.41,3,12,8,3.63,7.17312062004033,8.12412306785442,NA,16,6,7.28,1.394,1.529,1.537,0,0.226,4.41589945332189,9.25645809155684,12.9848796664811,9.62245348073155,1.88295340078642,1.88683151540366,1.87266810389194,0,0.27057471426563
"Pri.L.F.031",36.42,3,11,9,2.48,5.9495003785153,6.3187529050766,15,17,6,5.73,1.814,1.422,1.491,0.356,0.206,3.258940622441,8.52235232044528,12.2451735689473,8.49018188303629,2.77127799730193,1.93419676820455,1.97323425090558,0.513191080107578,0.265760489458708
"Pri.L.F.032",36.6,3,11,8,3.47,6.16981449420901,6.66925103256805,14,17,6,6.396,1.788,1.638,2.101,0.485,0.414,4.54323244177444,8.79428993864089,12.8068571754804,9.42579995470393,2.71565596889776,2.21773720769655,2.76964345368767,0.695699018788086,0.532212278496459
"Pri.L.F.033",41.72,3,11,9,3.47,6.68868990929683,7.01489136814136,14,18,6,6.84,1.783,1.59,2.002,1.11,0.574,4.12247171326635,8.35916649311716,10.568291853212,8.72944621538982,2.31910446271004,1.90436037769798,2.37809715111226,1.39610748620813,0.671636062990825
"Pri.L.F.034",38.81,3,11,8,3.47,6.45572423205491,7.38300630970983,NA,16,6,6.594,1.511,0.958,1.491,0,0.269,4.34975831167498,8.67565013743141,12.7177505081158,9.11132212679098,2.14100933019334,1.22777756599789,1.87594915514549,0,0.331542492804697
"Pri.L.F.035",44.56,3,12,9,4.13,7.13524702826373,8.20286560177104,15,17,6,7.851,2.299,1.941,2.593,0.665,0.691,4.67249643635805,8.34656050515861,10.9381760374883,9.32030211421736,2.76591192994036,2.1857322479417,2.92292208503945,0.782898936301215,0.771164985774947
"Pri.L.F.036",39.03,3,12,10,3.3,6.23740720913686,7.3027749095258,NA,17,6,6.449,1.633,1.194,1.656,1.24,0.465,4.1193378473006,8.33481058172981,12.4484540652863,8.85579334975166,2.29843984014859,1.52215838620861,2.0742016524618,1.66753740838775,0.57078920549346
"Pri.L.F.037",43.48,3,11,9,3.8,7.60941816367265,8.85844111776447,14,17,7,8.07,2.418,1.659,2.507,1.222,0.762,4.3781615335557,9.12328555671471,12.3618700574467,9.84207280335145,2.9948443014332,1.91159234140991,2.88167616372846,1.47452534355734,0.865528699952448
"Pri.L.F.038",33.48,3,11,9,2.97,5.29602037229609,5.26244152961161,15,17,6,5.392,1.407,0.881,1.308,0.63,0.269,4.15445579835822,8.25542983144139,11.9197022044136,8.76348733623519,2.37479039669153,1.29659683813498,1.85091427506363,0.988247968409208,0.368675155491105
"Pri.L.F.039",32.65,3,12,7,2.64,4.95821522678233,5.53386560325743,14,18,6,5.608,1.717,0.955,1.476,0.838,0.45,3.76230440605211,7.92618813259643,13.1314090709284,9.36944970246106,2.98546583312273,1.43893379930307,2.13077312302997,1.34807467704707,0.627969533116984
"Pri.L.F.040",43.19,3,12,9,3.14,7.23339484126984,7.8497251984127,14,17,6,7.447,2.083,1.994,2.553,1.631,0.625,3.63575897661166,8.73093528106943,11.0909175892029,9.14929773353693,2.60045260741049,2.31204034728026,2.95021399766685,1.98131077328489,0.71333746795048
"Pri.L.F.041",30.79,3,10,7,2.48,4.64330914724167,5.50574877640827,15,18,6,5.334,1.778,0.508,1.524,0.762,0.508,3.69155748089938,7.87316224526924,14.5649107477074,9.50491889165243,3.31390200731112,0.808636608109447,2.30514852754816,1.30016121548325,0.739426930029706
"Pri.L.F.042",34.36,3,11,7,2.81,5.31691998151658,5.78775687164086,NA,NA,6,5.537,1.478,0.665,1.542,0.785,0.384,3.85567526398764,8.07484513888507,12.4941450878131,8.74623354757248,2.41914686588044,0.95521276798403,2.13746961187425,1.19973029764968,0.516565905530609
"Pri.L.F.043",46.5,3,12,9,3.8,7.64736585251021,8.76416023535886,15,16,5,8.306,2.256,1.938,2.489,1.25,0.541,4.16528719697067,8.57083945823989,10.799163781588,9.40938619202534,2.58060356559362,2.09698511498332,2.71217348799,1.40998506379343,0.58555361206292
"Pri.L.F.044",40.12,3,12,9,3.3,6.61972259825702,7.60783658182625,13,18,6,6.693,1.862,1.181,1.692,1.473,NA,4.03597274342392,8.60434506884037,12.3230847278673,8.91686340803495,2.53665037002297,1.46725089801287,2.07336344894782,1.92684985377185,NA
"Pri.L.F.045",43.61,3,12,9,3.96,7.245592039801,8.1972855721393,14,17,6,7.724,2.207,1.303,2.393,1.692,0.587,4.55240605707928,8.66107084197398,11.3761184429482,9.38924565063459,2.72386067738096,1.49719814006165,2.74411423635558,2.03554081027995,0.665323539515487
"Pri.L.F.046",43.98,3,12,9,3.63,7.07893180792248,8.39471658720027,15,17,6,7.711,2.192,1.328,1.938,1.354,0.457,4.14695170923471,8.39035987337383,11.4691241620228,9.28683282546706,2.67841617051923,1.51390046042315,2.20746901308147,1.61515702014239,0.514842406012077
"Pri.L.F.047",44.06,3,12,9,3.96,6.57699819878311,8.17520694753678,15,17,6,7.498,2.263,1.379,1.999,0.638,0.325,4.51784885324045,7.78122430428094,11.1316684286455,9.01228968263909,2.75922680074712,1.569366858759,2.2736615008328,0.759669052721951,0.365657341131273
"Pri.L.F.048",36.28,3,11,9,2.81,5.97802574257426,6.73672277227723,15,17,6,6.223,1.539,0.77,1.679,0.749,0.45,3.70316136834601,8.59639960984032,13.1486785596869,9.25976644318717,2.36190390057811,1.051133770121,2.22885712950971,1.08390213045249,0.582153750304256
"Pri.L.F.049",39.9,3,12,9,3.47,6.89435183194249,7.24444211391658,15,NA,5,6.81,1.567,1.496,2.134,0,0.447,4.26124296215267,9.01093231635659,11.8546521700953,9.12771933021388,2.14871032634912,1.86819464648433,2.62644959638504,0,0.540070068617016
"Pri.L.F.050",40.56,3,11,10,2.81,6.64587615820779,7.59910503621018,NA,17,5,7.252,2.101,1.046,1.308,0,0.145,3.40898039895938,8.5442306187779,12.0626250590991,9.54650099107295,2.82551316733894,1.28632477754115,1.5889664297822,0,0.173137228134453
"Pri.L.F.051",40.51,3,12,9,3.3,6.66972358308416,7.51523879915654,14,18,6,7.483,2.088,1.344,2.146,1.361,0.472,4.00709607176611,8.58551894549628,11.9567997925211,9.86394818684382,2.81213499622945,1.65470213740878,2.60953318971858,1.76313528882592,0.564091321236211
"Pri.L.M.054",44.7,3,12,10,3.96,7.70349712764744,7.36746474180149,14,18,6,8.057,2.438,1.623,2.377,1.064,0.503,4.4697465958295,8.98293550766534,9.76725716827751,9.53194410741096,2.92226618737716,1.82227664475391,2.67276157367369,1.24869985259744,0.560090555302637
"Pri.L.M.055",48.05,3,12,11,3.47,7.33847814743936,7.88494161064207,14,18,6,8.052,2.652,2.004,2.228,1.356,0.546,3.71210904651865,7.9582223143426,9.14296866198195,8.79885724660419,2.91804494428077,2.1028349250026,2.36526653166697,1.48002316790379,0.577203199987856
"Pri.L.M.056",48.87,3,11,9,3.96,6.77562634638018,7.84786205149526,14,18,5,9.05,2.619,1.521,1.941,0,0.272,4.18342135916113,7.22402245308913,8.81902729431834,9.70725273208679,2.82456271846579,1.57092500534478,2.03303407425145,0,0.284069083366163
"Pri.L.M.057",46.05,3,12,9,4.29,7.85573031980774,8.05981036387159,15,17,6,8.379,2.347,2.167,2.677,1.105,0.528,4.73645533247094,8.89077185158213,10.1118705122218,9.59405008961314,2.71579262097927,2.36621941201751,2.93968240383561,1.25865433777572,0.575490604284184
"Pri.L.M.058",47.03,3,13,10,3.47,7.19661011711476,7.7263550974362,14,18,5,8.194,2.598,1.681,2.261,0.676,0.218,3.77170231346839,7.9743696044142,9.32250761657736,9.16763235821883,2.93219337305414,1.79970168551235,2.44161884221508,0.753893636771909,0.234039347879377
"Pri.L.M.059",46.82,3,12,10,3.63,7.66142547184997,8.02753497714126,14,19,6,8.291,2.662,1.323,1.839,1.003,0.267,3.95874193523341,8.52765969117577,9.76657311966293,9.32188338418219,3.02039064301671,1.42236980967183,1.99298973694948,1.12360955273989,0.287567839188246
"Pri.L.M.060",47.68,3,12,9,4.13,7.77747011477999,7.4926540528782,14,17,6,8.651,NA,1.869,2.375,0.813,NA,4.44358176637374,8.50001978722614,8.81345221591053,9.53405214923861,NA,1.97542363864995,2.53687449231977,0.894271801829158,NA
"Fos.K.T0.001",74.46,3,10,9,8.2,11.71,14.81,15,21,6,11.48,4.71,NA,8.37,3.66,3.73,6.33731519014575,8.17942097278601,7.62607475718167,7.7525965846936,3.08508108370523,NA,6.27148936828492,2.57348954296788,2.87835352358551
"Fos.K.T0.006",47.95,3,9,8,6.2,8.36,11.22,14,20,6,7.98,2.3,5.45,6.19,1.92,2.9,6.64285116919478,9.08500132266203,13.0604574722592,8.74016307457277,2.53698411272066,5.72995435670941,6.58226349996499,2.09999539753679,3.07032443551703
"Fos.K.T0.009",49.03,3,10,9,5.32,8.71,9.68,14,20,5,NA,2.72,5.96,7.03,2.5,3.31,5.60653293765214,9.25597472220987,10.8121956840977,NA,2.92215716880026,6.13681867340334,7.34421279137692,2.67390713716473,3.44875985726093
"Fos.K.T0.010",55.29,3,10,9,7.39,9.28,11.86,14,20,6,NA,3.03,5.08,6.98,3.01,2.86,7.12348618969552,8.74065093407072,10.6025915305421,NA,2.82344542736549,4.67409274790146,6.6272693307156,2.8535513814277,2.73338361349643
"Fos.K.T0.022",85.01,3,9,7,10.38,13.29,17.45,NA,19,6,13.4,4.44,NA,9.38,3.14,NA,7.27066276681196,8.12638114396387,7.02898444655558,7.82311336158171,2.48588278838419,NA,6.32516513110972,1.932861667786,NA
"Fos.K.T0.026",72.49,3,10,9,8.19,10.7,13.91,NA,21,NA,10.59,NA,5.3,7.14,3.16,3.25,6.45682358662466,7.67793181326447,7.52755747225432,7.36539890899304,NA,3.78411733415503,5.46520550702637,2.28254057056831,2.55674148999701
"Fos.K.T0.011",53.65,3,9,8,8.12,9.45,13.85,14,19,6,8.74,NA,4.84,6.3,3.12,3.21,8.00406499222186,9.17403686456153,13.0921746310178,8.46114648719847,NA,4.58061262686031,6.12663266028076,3.04860657158553,3.1349941981689
"Fos.K.T0.093",72.87,3,11,9,8.46,NA,16.48,NA,20,5,NA,5.08,NA,8.52,3.36,3.61,6.6438520909079,NA,8.83234536347248,NA,3.41358349141706,NA,6.49443924089402,2.41429993723876,2.82929958346489
"Fos.K.T0.104",72.54,3,10,9,9.32,12.3,16.39,14,19,6,NA,NA,NA,9.37,3.67,NA,7.34393223100049,8.81992415629283,8.85831145023219,NA,NA,NA,7.16819275849967,2.64909098174766,NA
"Fos.K.T0.123",64.86,NA,10,9,6.99,9.76,11.92,NA,20,NA,NA,3.24,NA,6.07,NA,NA,5.98500056744143,7.83101977770455,7.92715295130161,NA,2.4990775798134,NA,5.07596374734956,NA,NA
"Fos.K.T0.124",56.91,3,10,9,7.21,10.78,12.41,NA,21,6,NA,3.82,5.49,7.01,2.98,3.38,6.80258528101493,9.86322290344787,10.5161238234048,NA,3.43991501902691,4.91656962525364,6.50459987599978,2.74438364112923,3.16401445631466
"Fos.K.T0.125",77.05,3,10,9,8.39,NA,16.72,14,20,6,NA,5.26,4.86,7.48,3.77,3.2,6.32166019992932,NA,8.08094696917907,NA,3.30861541278493,3.27730369341377,5.45424434331094,2.561388544874,2.40942943475422
"Fos.K.T0.135",76.16,3,9,8,10.23,12.02,15.51,NA,20,6,12.07,4.9,NA,NA,3.42,3.89,7.77481468727822,8.20775226397105,7.65929382925352,7.95134148396651,3.12486908007508,NA,NA,2.35085313206333,2.95351871413769
"Fos.K.T0.136",51.88,3,11,10,8.16,8.21,11.74,15,20,6,NA,2.81,5.95,6.63,2.78,2.94,8.24630285628433,8.24335476837995,11.809499535664,NA,2.82346645752122,5.81082292345321,6.62192793862457,2.80942766936476,2.94136556302394
"Fos.K.T0.139",69.25,3,11,10,10.52,NA,14.46,NA,20,6,NA,4.62,NA,NA,2.69,NA,8.58006920885593,NA,8.51721565665251,NA,3.29757191377783,NA,NA,2.03431898133927,NA
"Fos.K.T0.142",54.77,3,10,9,7.56,9.63,12.39,14,21,6,10.94,3.09,5.62,7.35,2.85,2.61,7.33864814118155,9.15679546322791,11.272080943878,10.3532306836443,2.91175673154315,5.21690093575532,7.03122468394468,2.72761976215898,2.51144762002311
"Fos.K.T0.148",59.21,3,9,8,8.21,9.25,13.76,14,20,6,9.85,3.37,6.13,7.32,3.53,3.11,7.52159965821274,8.13320368766697,10.8346396763841,8.55655875749944,2.89559678928003,5.28979630727135,6.58152632837553,3.12413683441394,2.82955027494952
"Fos.K.T0.149",61.31,3,10,9,8.17,11.14,12.75,14,20,5,11.16,3.6,NA,8.27,3.58,3,7.29380387678306,9.45810264988781,9.41141632171126,9.33030736056797,2.96815179106353,NA,7.23237269643577,3.05945030366876,2.66195817232709
"Fos.K.T0.173",59.71,3,10,9,8.28,NA,14.3,14,20,5,NA,4.3,6.28,8.01,3.27,3.46,7.53852976359412,NA,11.0857222923956,NA,3.65806885793701,5.37673384957258,7.15390284360443,2.86970278436977,3.12902300538695
"Fos.K.T0.192",76.54,3,10,9,10.79,12.43,16.32,14,20,6,NA,4.07,NA,8.14,3.64,3.95,8.1701766439181,8.44539798342732,7.98530022799153,NA,2.58030146374757,NA,5.96693964138287,2.4896074143899,2.98836699457134
"Fos.K.T0.206",59.45,3,10,9,7.76,9.92,13.24,14,20,6,NA,3.17,4.57,6.5,2.52,3,7.08801744860589,8.68694888425007,10.3473286031092,NA,2.71073473910298,3.92870742486048,5.82547630106528,2.22122355647027,2.72154694002949
"Fos.K.T0.531",72.48,3,11,9,8.1,10.82,NA,14,20,6,NA,3.51,6.06,7.23,NA,3.14,6.38652343951355,7.76511524553727,NA,NA,2.37363450790185,4.32730444173643,5.53470200267122,NA,2.47045053012046
"Fos.K.T0.063",60.65,2,10,9,7.58,10.22,12.73,14,19,6,10.32,4.4,4.15,0,2.7,3.16,6.82166252072974,8.77183333323619,9.58703731625503,8.7312454821416,3.67453761898574,3.50150706412612,0,2.3326140322189,2.82582254545452
"Fos.K.T0.181",62.53,3,10,9,9.82,11.6,15.76,14,19,6,NA,4.19,NA,8.27,2.21,3.7,8.63956572465886,9.65568432281397,11.216117740263,NA,3.37492533087057,NA,7.11990133345664,1.8516646957961,3.2369238001664
"Fos.K.T0.86A",61.38,3,9,10,8.63,10.26,14.09,NA,21,6,NA,NA,NA,8.87,3.7,NA,7.69794813019007,8.70098665568762,10.378566755572,NA,NA,NA,7.75005357630186,3.15838166876927,NA
"Fos.K.T0.89A",55.64,3,10,9,7.66,9.14,10.26,14,21,6,NA,2.94,6.42,8.74,2.27,3.31,7.34924510687721,8.55440341189719,9.06558464129354,NA,2.71918478584502,5.87222287531206,8.25677886326468,2.13842438022036,3.14914875615522
"Fos.K.T0.069",74.54,3,9,8,9.29,NA,15.02,NA,20,6,NA,3.77,NA,7.49,3.36,4.02,7.17399403945603,NA,7.7188332325752,NA,2.46623671921888,NA,5.60732957835067,2.36000234470809,3.0997468454311
"Fos.K.T0.090",52.49,3,9,8,7.62,9.62,11.93,NA,19,5,NA,3.11,NA,7.94,4.06,3.02,7.63406641311868,9.54635449214715,11.7434480284166,NA,3.08194518357419,NA,7.85693569336332,4.05511146650741,2.9961290831122
"Fos.K.T0.048",77.67,3,10,9,9.11,10.21,15.19,NA,NA,5,NA,NA,NA,9.05,3.65,NA,6.82344992872985,6.83569419483752,7.23324584949706,NA,NA,NA,6.55711576439439,2.4599870127714,NA
"Fos.K.T0.062",56.81,3,9,9,7.47,NA,11.26,14,20,6,NA,2.76,5.75,6.22,2.81,2.7,7.0570999332318,NA,9.57277396516337,NA,2.49056529394508,5.15789953481106,5.77963644636097,2.59239775488463,2.53066345845732
"Fos.K.T0.099",58.87,3,9,8,7.89,NA,12.18,14,21,7,NA,2.96,6.29,6.95,2.37,2.74,7.25939571011044,NA,9.69344940537423,NA,2.56071737385896,5.45721379539168,6.2775445978795,2.10966945127267,2.50325359524674
"Fos.K.T0.158",53.86,3,9,8,8.7,NA,14.12,14,20,6,NA,3.4,NA,7.53,3.15,3.45,8.55095252185291,NA,13.2511158124362,NA,3.2680774305001,NA,7.30006414976759,3.06587283641514,3.3599405660019
"Fos.K.T0.005",53.5,3,10,9,7.6,9.29,10.92,14,21,6,NA,NA,5.54,7.08,2.41,3.08,7.50707432835881,9.04410381004616,10.3761944334128,NA,NA,5.25686137740913,6.90051942025245,2.36148119040485,3.01408998805718
"Fos.K.T0.012",60,3,10,9,7.82,10,13.16,14,20,7,9.8,3.21,4.98,6.2,2.56,2.83,7.09416397723667,8.67639015744727,10.110771143399,8.39004512841312,2.71516766246144,4.24441635090504,5.51605293459107,2.23571680308388,2.55039242743548
"Fos.K.T0.065",53.17,3,10,9,7.63,7.63,11.43,14,20,6,8.26,2.74,5.58,7.47,2.68,3.06,7.57140022622584,7.4743424731152,10.9860506461562,8.07581518440342,2.67420821484317,5.32558180033567,7.31655461451177,2.64240745924897,3.00786205488054
"Fos.K.T0.075",59.36,3,10,9,7.24,10.01,11.85,14,20,6,NA,3.29,5.69,6.49,2.56,3.25,6.62048803598752,8.77910930211514,9.28705424373175,NA,2.81840130438257,4.89848569990152,5.82352795752205,2.25991556809051,2.95155415782064
