"univID","stl","mds","mdf","maf","lps","ect","tpg","mav","mcv","mpt","cle","pmx","ds1","ds2","lpt","ds3","lps.sc","ect.sc","tpg.sc","cle.sc","pmx.sc","ds1.sc","ds2.sc","lpt.sc","ds3.sc"
"Pri.B.M.024",50.4,3,11,8,3.96,8.01665411727526,7.68921260992556,15,16,6,10.135,2.761,2.365,2.581,1.344,0.439,4.08878326129336,8.28661660617648,8.16092792141884,10.5089919754835,2.87096321079992,2.37312860343648,2.63789423960707,1.39826830472694,0.448434175527619
"Emi.L.F.224",44.95,3,12,10,NA,7.69086184927312,8.21282200769364,14,17,6,7.874,2.167,2.019,2.362,1.367,0.632,NA,8.91810989675836,10.7760123250412,9.25853219195517,2.58033806827622,2.25509111409262,2.64413846369886,1.5953404577121,0.700917247099238
"Emi.L.F.225",46.46,3,11,8,3.8,7.07941185470071,8.5244689439605,14,18,7,7.389,1.887,1.91,2.652,0.955,0.34,4.1679487397347,7.94116134304502,10.5205827889518,8.37848879580418,2.16071106090506,2.06835415291657,2.89176761544262,1.07815963371736,0.368228072510547
"Emi.L.F.226",45.22,3,11,8,3.63,7.17812891356499,8.64107818788871,15,18,6,7.62,2.286,2.032,2.794,1.016,NA,4.06224343080715,8.27364841468707,11.2127867004972,8.90110598291789,2.70280021531162,2.25691990825749,3.1128760361613,1.17860321718731,NA
"Emi.L.F.227",44.39,3,11,8,3.47,7.26981547619048,8.55455654761905,16,17,5,7.821,2.098,1.077,1.509,0,0.302,3.93695617720882,8.53668128389484,11.4882340521509,9.32376427937183,2.53554136987397,1.21714273825024,1.70617844647772,0,0.337962968575603
"Emi.L.F.228",45.02,3,13,10,4.13,7.41280468536036,8.59383852641484,15,17,6,7.874,2.286,2.286,2.54,NA,0.762,4.63701255279139,8.58226020860113,11.2434720042879,9.242715881381,2.7170250242263,2.54959510666262,2.83988301979638,NA,0.844148799844514
"Emi.L.F.229",38.89,3,11,8,3.8,6.141676,6.44171,14,18,6,6.858,2.565,NA,2.588,0.716,0.716,4.75614893040014,8.23655931985961,11.0540358829231,9.45469046965593,3.62562114544862,NA,3.25084537912328,0.966348070684912,0.881165100783037
"Emi.L.F.230",47.98,3,12,9,4.46,8.2124914846708,8.72339915837143,14,17,6,7.879,2.672,1.699,2.289,1.549,0.498,4.77634919244308,8.9190963227917,10.1425667769315,8.62361353974521,2.94513152536171,1.78522802097188,2.43284441374165,1.69315160346484,0.527011893617375
"Emi.L.F.231",38.19,3,10,7,3.47,5.7803203455954,6.1501477324891,15,17,6,7.127,2.327,1.405,1.989,0.655,0.551,4.40206528811333,7.8946504735975,10.9150115294098,10.0236050308969,3.36072409417623,1.82801335075056,2.53478788643412,0.900286511553812,0.687012216031806
"Emi.L.F.232",42.61,3,12,11,3.3,6.85666656782777,7.27642273858185,15,17,7,7.358,2.85,1.351,1.994,0.63,0.345,3.85955896898018,8.3893525603634,10.5417474915439,9.17524693242288,3.61541247713915,1.58643971309504,2.32915571706204,0.775771167136592,0.397606568233967
"Emi.L.F.233",44.75,3,12,9,3.47,7.41079363773847,8.30951392361821,15,18,6,7.536,2.565,1.412,1.925,0.871,0.729,3.91342316843848,8.63192147183449,10.9933585751544,8.90462317724563,3.07042494162416,1.58371076940777,2.16259683465783,1.02105041872358,0.811089717825575
"Emi.L.F.234",46,3,12,9,3.47,7.21862117393172,7.33539615549562,14,17,6,7.76,2.029,NA,1.897,0.528,0.335,3.83420941132674,8.17863778120756,9.22156468904977,8.89590039724592,2.35084652637349,NA,2.08494533065446,0.602076608049687,0.365416508733101
"Emi.L.F.235",41.88,3,11,9,3.14,6.58613621758302,7.85203292415902,14,18,7,7.16,2.007,1.326,2.007,0.559,0.315,3.7198373005406,8.1994199177364,11.7458694583657,9.09949017872043,2.59864966099853,1.58248267712371,2.3767885360375,0.700388269584917,0.367568318656999
"Emi.L.F.236",35.33,3,9,7,3.3,5.35657908252399,4.93444473581246,15,16,6,6.922,2.558,1.461,2.08,0.81,0.411,4.43541020598586,7.9107804727751,10.1164441835687,10.6045824249808,4.05107805803192,2.04459691989981,2.82008008002122,1.2038201540328,0.541936001964657
"Emi.L.F.237",43.09,3,11,9,3.3,6.92370067276887,7.87795712433245,14,18,6,7.295,2.235,1.486,1.902,1.059,0.536,3.82760062737452,8.37660241482966,11.178726255711,8.98540874946121,2.79788179056872,1.7267588968961,2.20198325686513,1.28945210313073,0.612778105142305
"Emi.L.F.238",41.59,2,12,10,3.14,6.83723324510056,7.75708761864316,14,18,5,7.015,2.055,0,1.468,NA,0.193,3.73907262932984,8.57163151980971,11.7542358247746,8.98354002926787,2.68278491185701,0,1.74811388479257,NA,0.226335883067241
"Emi.L.F.239",45.49,3,12,10,3.63,7.52882474295655,8.41996264888321,15,16,6,7.755,2.215,0.866,1.56,0.993,0.269,4.0443331438263,8.62614082294101,10.8059870323884,8.99974253741724,2.60045776799033,0.956509973308044,1.72983015156183,1.1450587131812,0.295784265441996
"Emi.L.F.240",42.45,3,11,9,3.3,6.53537103174603,6.93527876984127,15,17,6,7.336,2.733,0.467,1.438,0.775,0.29,3.87035154665136,8.02650538345783,10.1178100081109,9.18570517558823,3.48247046188559,0.550319572293928,1.68473619819208,0.957932624291559,0.335124782578677
"Emi.L.F.241",40.5,3,11,9,3.3,6.35635647021004,7.1504330993286,15,17,6,6.904,1.819,1.471,2.121,1.026,0.414,4.00783044492633,8.18416995241696,11.3815975567821,9.10319045647617,2.45056000562752,1.8114803520414,2.57963977555993,1.32948214547861,0.494862801867376
"Emi.L.F.242",41.62,3,12,10,3.3,6.46382453714863,7.80810864883265,14,18,6,6.998,2.022,0.655,1.095,0.345,0.208,3.92749598955202,8.09763430086647,11.8157473384926,8.95467207804891,2.63745061719152,0.78626547190847,1.30319283602123,0.434971937046341,0.243800393097542
"Emi.L.F.243",38.53,2,11,9,3.8,6.05478890908625,6.01329110460846,14,18,6,6.746,1.956,0,2.438,0.79,0.279,4.78909424191555,8.19623059489128,10.4982540208459,9.3958051342609,2.7954187139882,0,3.08516605851351,1.07622296061113,0.345661400158197
"Emi.L.M.244",42.42,3,12,10,3.8,6.97907722156037,8.28065021880619,14,18,6,7.559,2.367,1.074,1.623,0.795,0.251,4.45910775332337,8.57753703102327,12.0963972562975,9.4722876576026,3.0186284277645,1.26645525170054,1.90254864922197,0.983351108592611,0.290203672243941
"Emi.L.M.245",46.94,3,11,8,3.96,7.58641810824228,8.89941774197652,14,19,6,8.557,2.596,1.77,2.652,1.605,0.864,4.31043003591004,8.42249218295097,10.7760942481908,9.59393594721722,2.93658982697285,1.89838819331336,2.86822067101975,1.79338502366545,0.928846469256365
"Emi.L.M.246",47.8,3,11,9,4.13,7.31765282184527,8.90579491326617,14,18,6,8.252,2.248,1.143,1.77,0.841,0.356,4.43529885456347,7.97732087663356,10.4270141939411,9.06924149382069,2.48884354917181,1.20524406968147,1.88686258411163,0.922739480550432,0.377758366209012
"Emi.L.M.247",47.12,3,12,9,4.46,7.67578970251034,8.45666569384149,14,18,6,8.547,2.71,2.245,NA,0.795,0.485,4.84090423819957,8.48902073367683,10.167600823545,9.54251007778273,3.05168353677678,2.39922896931878,NA,0.884905688217584,0.519969010334923
"Emi.L.M.248",44.15,3,11,9,3.8,6.93361859499375,7.35838546074437,14,17,6,7.765,2.258,1.212,1.737,0.16,0.559,4.32874802329124,8.18634699588105,9.98163452245176,9.31231004159557,2.74648552340178,1.37668004881535,1.97245855032717,0.190122749335604,0.628009048912262
"Emi.L.M.249",45.67,3,12,9,4.13,7.42025148633541,8.27743559722548,15,17,6,7.932,2.362,2.22,2.56,0.757,0.444,4.58793565384977,8.46809185440983,10.545608105826,9.16529670587235,2.76010084901057,2.44297299212486,2.82979229626811,0.869466111698734,0.486825466819895
"Emi.L.M.250",46.44,3,12,9,4.13,7.68123718805744,8.66653918186339,14,18,6,7.887,2.847,1.89,2.291,0.973,0.498,4.5313501490127,8.61997114806836,10.704458856361,8.94740982143379,3.26162256971823,2.04752132086466,2.49898532291835,1.09895587783881,0.539512729726801
"Emi.L.M.251",43.15,3,13,10,3.47,6.71290906831444,8.11279431633999,16,17,6,7.668,2.532,1.364,2.309,1.135,0.538,4.02062528976855,8.11023594030161,11.4823093954603,9.43041179390411,3.16446216481948,1.58292893614427,2.67021808376357,1.38006158239488,0.614449882409016
"Emi.L.M.252",44.39,3,12,10,3.8,7.24849830715494,8.10252127454805,14,18,6,8.171,2.776,1.943,2.329,0.828,0.724,4.31136411336989,8.51164930357467,10.8811789712755,9.74101495035766,3.35493939121552,2.19582947114226,2.63332644257562,0.97854515405376,0.810215858439524
"Emi.L.M.254",46.02,3,12,9,3.8,7.63449681553356,7.74581789363841,14,18,6,7.894,2.507,1.245,2.184,1.306,0.572,4.19749149589934,8.64604617142367,9.72967794198089,9.04519398347632,2.90317359415898,1.36028672711776,2.39955001358356,1.48857764903056,0.623740184989045
"Emi.L.M.255",39.93,3,11,7,3.63,6.26803490925621,5.478465212564,15,15,6,7.6,2.139,1.539,1.793,0.79,0.467,4.45524060311227,8.18615340922122,8.95236643694235,10.178179500578,2.93044189208366,1.92054067535525,2.20544024960555,1.03834536722937,0.563929614193982
"Emi.L.M.256",NA,3,12,10,3.96,7.69978562327107,8.27908203874789,14,17,6,8.74,2.809,1.765,2.657,1.445,0.368,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Emi.L.M.257",48.52,3,12,10,4.29,7.45415209618733,8.26216417412324,14,18,6,8.783,2.535,1.727,2.103,0.389,0.457,4.55628324086423,8.00502708132614,9.40910137928766,9.49555774468369,2.75733967691824,1.7957317158947,2.21534543155464,0.420450262700524,0.479749398026641
"Emi.L.M.258",45.57,3,12,9,3.8,7.54444540152155,8.07888431003052,15,18,5,7.899,2.466,1.199,1.826,0,0.284,4.22821908192734,8.62879827145596,10.334547546261,9.14917512299912,2.88911934458394,1.3221364203933,2.0219603279999,0,0.311883761011447
"Emi.L.M.259",44.83,3,12,9,4.13,6.78022181036626,7.64586690701619,15,12,6,8.169,2.52,1.506,1.488,1.567,0.536,4.6515920372739,7.88329250208417,10.0819361941921,9.63365840619409,3.01018413155398,1.68631931743351,1.66928589716975,1.83366215316404,0.595591831230937
"Emi.L.M.260",47.15,3,12,10,3.63,7.57949686607765,8.44373622274559,14,18,6,8.382,2.461,1.859,2.23,1.128,0.287,3.93815754498763,8.37716954534426,10.1400878287831,9.35174949841448,2.76920101721665,1.98552755315703,2.40326587994285,1.25476232514356,0.3075523036796
"Emi.L.M.261",42.52,3,13,10,3.47,7.56371460785475,8.36956102568343,14,20,6,8.461,2.685,1.798,2.233,0.917,0.48,4.06475914379506,9.27412105248815,12.17304324883,10.5752012920102,3.41463841165283,2.11552297464124,2.61271804854172,1.13157738842042,0.554032926325557
"Emi.L.M.262",44.55,3,12,9,3.47,7.13622975868942,7.84018753479278,14,17,6,7.485,2.54,1.636,2.118,1.09,0.3,3.92645616027079,8.3495918794531,10.4589095385755,8.88799738088803,3.05666977645144,1.84266333272977,2.38791142826109,1.28353704461615,0.334857904705275
"Emi.L.M.263",43.4,3,11,9,3.63,6.96263337863453,7.31967927720617,13,17,6,8.103,2.637,1.354,1.872,1.011,0.414,4.1880173583422,8.36327884130628,10.2494641922069,9.90233635951564,3.27322021151565,1.5628469974827,2.15492865675573,1.22217979384417,0.470870617218698
"Emi.L.M.264",48.27,3,12,10,4.13,7.88715032606538,8.02177332729226,15,17,7,8.494,2.596,1.712,2.527,0.815,0.617,4.4032032047622,8.51408097327928,9.22321778401057,9.23538318853661,2.84101661113005,1.78876621186145,2.67295734095922,0.885471996598345,0.650123100085495
"Emi.L.M.265",47.94,3,13,11,3.63,7.38637997254337,8.22844163878039,15,18,6,8.161,2.548,0.8,1.516,0.381,0.236,3.88988438197958,8.02862793556178,9.58188592635739,8.94045353066945,2.8112314551194,0.841258497392415,1.61233718518586,0.416805098769879,0.249898337555145
"Emi.L.M.266",44.64,3,11,10,3.96,7.24139402935439,7.13706792714531,14,18,6,7.772,2.393,1.595,2.179,1.224,0.269,4.47420511521716,8.45548205098654,9.48539575281609,9.20835098476977,2.87289376628109,1.79309247313425,2.45274437001938,1.43841250551892,0.299820784222494
"LQx.L.F.176",33.85,3,8,7,2.97,5.55514644612846,6.12164131319447,NA,15,6,5.69,2.327,1.608,1.918,0.78,0.64,4.12070164491642,8.5643003237415,13.5862634791153,9.13681237509354,3.87681473155196,2.34231694828457,2.69048308074847,1.21011946134709,0.870244892742864
"LQx.L.F.177",30.38,3,8,9,2.81,4.95737159804833,5.18642437418703,15,16,5,5.276,1.567,0.49,1.021,0,0.419,4.22460054163718,8.51961423776573,14.0652983353254,9.54107034531969,2.96736729539036,0.789836412550684,1.56088454424102,0,0.615785218280803
"LQx.L.F.178",27.33,3,6,6,3.14,4.56029416728196,3.48038649724398,15,16,6,4.821,1.712,1.605,2.057,0.198,0.29,5.10639527526221,8.71577979054035,11.4831669890935,9.79299508407598,3.67467166781244,2.85653724557899,3.42081146122696,0.380783646297909,0.45986673239678
"LQx.L.F.179",37.14,3,12,9,3.96,6.60255160669411,5.9972700943898,14,16,5,6.779,1.61,1.349,1.753,0,0.348,5.12872357187109,9.27368671198752,11.2080727765806,9.83074368335977,2.40325880079148,1.80157419723088,2.28412553185414,0,0.442683008331318
"LQx.L.F.180",32.8,3,12,8,3.47,5.53791304540293,5.4039221700192,NA,NA,6,5.58,1.43,0.988,1.722,0.899,0.523,4.92835398276071,8.81223255742635,12.7145977487753,9.27583505924789,2.47297929670886,1.48228059659105,2.47685461303827,1.43956488481119,0.727440109573171
"LQx.L.F.181",32.81,3,10,7,NA,4.96562212273935,NA,14,17,NA,6.195,1.707,1.128,1.57,0.231,NA,NA,7.8991530947423,NA,10.2947230523448,2.95094550804143,1.69183738603573,2.25767649907616,0.369786142640255,NA
"LQx.L.F.182",33.52,3,10,NA,2.48,5.83295178049221,5.60911426917963,NA,NA,6,6.154,1.892,1.196,1.9,0.638,0.533,3.46596735157403,9.08150126865605,12.6768510602031,9.98883402164259,3.18888040161382,1.7582258966967,2.68608448733318,0.999598250738004,0.729871084824798
"LQx.L.F.183",29.43,3,7,6,3.47,5.29327931502966,5.94045410561914,15,16,6,5.085,2.05,1.491,2.258,0.62,0.671,5.34133895928439,9.39182237143033,17.0871940047481,9.52233493190431,4.03083837760328,2.4759284160904,3.54033461968407,1.10695368756936,1.00891080638182
"LQx.L.F.184",30.82,3,8,7,2.81,5.1110511064809,5.61693816522857,14,16,6,5.466,1.587,1.128,1.742,0.62,0.366,4.17975031198309,8.65779041354781,14.8322575029251,9.72971937688103,2.95449986092212,1.79391870683375,2.63284724090635,1.05684023464796,0.5323640301671
"LQx.L.F.186",35.94,3,6,7,2.64,6.25843169650343,6.15036631390229,NA,16,7,6.198,1.905,1.549,1.831,1.161,0.531,3.50352722560111,9.08512802061009,12.2155416531956,9.31847554288284,2.95638562511961,2.13327886655391,2.44890912788352,1.69607689809293,0.691605196900267
"LQx.L.F.187",33.33,3,7,7,3.47,5.18950581076219,6.04447684697927,14,16,6,5.57,1.354,NA,1.222,0.673,0.45,4.87006407477955,8.12595726547946,13.8054613927851,9.09756173067447,2.29751963023348,NA,1.7354056921972,1.06046940835387,0.618736151139598
"LQx.L.F.188",30.78,3,6,7,3.14,5.12803091002629,5.68216656962071,15,16,7,5.405,1.549,1.892,2.08,0.777,0.579,4.6751151858632,8.6978900525697,15.0406581806995,9.63487552680673,2.88819415314752,3.01260999880868,3.14694751239209,1.32618733074687,0.842968782334667
"LQx.L.F.189",30.27,3,8,8,3.3,4.86565728397316,5.33477713209966,15,16,6,5.144,1.712,1.179,1.841,0.508,0.368,4.97465065849496,8.39251387713455,14.5652080189354,9.33951244099088,3.25590422295667,1.90690897375532,2.82261698236255,0.881722468887188,0.542244449767538
"LQx.L.F.190",33.34,3,11,9,2.64,5.32671301306682,6.27525056886828,14,12,6,4.473,1.844,0,1.694,1.506,0.498,3.70435350323278,8.3382899054975,14.3245779340852,7.30340804108411,3.12785924511244,0,2.40513569610827,2.37234182310495,0.684587080207773
"LQx.L.F.191",34.14,3,9,7,2.48,5.53030403685412,5.37396553724745,15,15,6,4.473,2.065,1.128,2.024,1.189,0.356,3.41913655599941,8.45326866609128,11.7398091042156,7.11558473688607,3.40573920286787,1.6300452701554,2.81997412517868,1.82892662894353,0.481115304307045
"LQx.L.F.192",29.21,3,9,7,3.63,5.27576384928635,5.62824595786379,15,17,6,5.405,1.692,2.085,2.352,0.483,0.597,5.6188326160584,9.43154993861645,16.4158495473679,10.2053695854418,3.3566100438583,3.48672588529995,3.70979451210595,0.868872871453038,0.902498150315281
"LQx.L.F.193",31.44,3,12,8,NA,5.49888934495497,3.03870491987992,15,17,6,5.494,2.065,1.676,2.047,0.648,0.554,NA,9.13029635849368,7.73331543564953,9.56786750656754,3.75477362700044,2.61618403273743,3.04519228110656,1.08270265311193,0.794367528058433
"LQx.L.F.194",35.51,3,6,7,2.64,6.16349697733847,6.57476169675245,15,16,7,5.801,1.808,1.989,2.405,0.912,0.671,3.53496880320883,9.05612715027225,13.3530179607493,8.83771180495849,2.84613105331607,2.77029297409218,3.2475629891914,1.34851516212506,0.881541385085749
"LQx.L.F.195",29.67,3,10,7,3.3,5.08307990890776,5.83285814162025,16,15,6,5.215,2.032,0.531,0.914,0.277,0.396,5.04912872738693,8.94560266349016,16.5270593351855,9.679014948801,3.95720149720818,0.875088890824164,1.42383860525167,0.490542415298753,0.591957735745352
"LQx.L.F.196",31.35,3,9,8,2.97,5.31441746529977,4.08966241368197,NA,NA,6,5.39,1.989,1.836,2.207,0.742,0.721,4.36218521472977,8.84944196071952,10.4633785026529,9.4163634649352,3.62888181413515,2.87364230333146,3.29070953540363,1.24333431985067,1.03595680088262
"LQx.L.F.197",23.07,3,9,7,1.65,3.73203224737077,3.98437305221271,NA,15,6,3.985,1.173,NA,NA,0.498,NA,3.04293817890332,8.45602019181701,17.9961048409379,9.75139854493059,3.07724151193062,NA,NA,1.13532428164991,NA
"LQx.L.F.198",26.96,3,8,6,2.31,4.49271318046477,4.63284447919437,15,16,6,4.486,1.595,1.333,1.727,NA,0.409,3.79481622430257,8.70496807245819,15.6766290476644,9.25000712378281,3.47925064990307,2.40291266984631,2.90332792585339,NA,0.654954734733203
"LQx.L.M.161",41.02,3,12,9,3.63,7.15252348644326,6.425739909878,15,16,6,7.945,2.631,1.323,1.974,0.701,0.589,4.36706279421729,9.09203970528758,9.98908830561074,10.3299663783533,3.49134037040734,1.60987738043641,2.37661155574184,0.896790590188752,0.697618860091538
"LQx.L.M.162",43.43,3,11,10,4.13,7.54703872849774,7.90948056283479,14,17,6,7.094,2.634,1.405,2.159,0.483,0.49,4.76243594734209,9.05895792587593,11.0611660989568,8.6627001290324,3.26682208032399,1.6206645125053,2.48393929369744,0.58348515414617,0.55703396280506
"LQx.L.M.163",42.49,3,12,9,4.46,7.86184706755548,8.13002678912522,14,17,6,7.94,2.797,1.852,2.151,1.412,0.498,5.22718320318312,9.64650637392261,11.8401315538707,9.93171498580286,3.56004829014774,2.18049983015568,2.51818747920147,1.74364205562351,0.575100774746267
"LQx.L.M.164",38.9,3,12,10,3.3,6.84750568894567,6.47039253577198,13,NA,6,6.985,2.393,1.758,2.08,0.955,0.427,4.12955171500533,9.18077183239039,11.0979662283467,9.62705735473949,3.38146987704622,2.24818021063795,2.61220079386425,1.28858135157141,0.525402218638705
"LQx.L.M.165",46.02,3,13,10,4.46,8.55587606413647,8.45277416613951,14,18,6,7.993,2.896,2.581,2.479,0.818,0.551,4.92652949255554,9.68950557906973,10.6176999617276,9.15863130351232,3.35364608244292,2.82000003428991,2.72366505662712,0.932355679101835,0.600840632742944
"LQx.L.M.166",43.37,3,12,9,4.13,7.97718110074794,7.54496684319563,14,16,6,8.219,2.964,1.499,2.075,1.412,0.754,4.7673255038317,9.58857554820101,10.5784731966663,10.051729254413,3.68212834408216,1.73133307439886,2.38992369471091,1.70812682333198,0.858002195810368
"LQx.L.M.167",41.6,3,9,9,3.3,7.34926010454244,7.17135594871964,14,17,6,6.924,2.443,1.595,2.337,1.598,0.737,3.92889745177137,9.21131975270545,10.8618420661494,8.86466175449414,3.18840771811325,1.91550835928034,2.78239846555064,2.01571196367226,0.864148858696607
"LQx.L.M.168",40.43,3,11,9,3.96,6.87457514794734,7.36705085823021,14,16,6,7.551,2.568,1.864,2.339,NA,0.378,4.81557589999411,8.86679684070133,11.7640498851439,9.975227221535,3.46670862433222,2.29916600768123,2.8486968222084,NA,0.452393281505572
"LQx.L.M.169",41.78,3,11,9,3.96,7.80312537010238,7.56433229935516,15,17,6,7.78,2.504,1.709,2.591,0.927,0.846,4.69959166180975,9.73786363504905,11.365741348556,9.91344066671759,3.2513534375939,2.04413541429393,3.07423072440933,1.16425752724129,0.988880852919868
"LQx.L.M.170",44.65,3,12,10,3.47,8.46188375046018,7.85217062719544,14,18,7,8.514,2.797,2.281,2.705,1.273,0.315,3.91992695054548,9.87837601069026,10.4314594565328,10.0849984020039,3.35702161449147,2.56375310460484,3.04428246892412,1.49565966374299,0.351034745534798
"LQx.L.M.171",43.69,3,12,8,3.63,7.36946930008321,5.82298562741825,NA,NA,6,8.166,2.85,0,2.383,0.945,0.653,4.16736580701318,8.79294911959708,8.05368520601507,9.90656841720152,3.50981989630187,0,2.72866600040308,1.13478142504906,0.739155795607289
"LQx.L.M.172",42.92,3,11,8,2.31,7.68092813764485,7.9671244670396,NA,NA,5,7.513,2.512,1.427,1.499,0,0.239,2.68719358649425,9.32969517105991,11.3883795156775,9.2942053813361,3.15939922171822,1.66434893648739,1.74088771060473,0,0.274012291887642
"LQx.L.M.173",45.31,3,12,8,3.63,7.75768802614331,7.1374345181983,NA,NA,5,8.034,2.738,1.232,1.427,0,0.274,4.05625267631273,8.92382235165607,9.22757269258236,9.36422935273693,3.22959889680057,1.36582357597531,1.58734934193558,0,0.302141725749825
"LQx.L.M.174",38.94,3,12,10,3.47,6.82574712200599,5.45550796626976,15,17,NA,6.81,2.225,0,1.562,0,0.3,4.33897491747264,9.14215814106602,9.33943867827858,9.37527105003875,3.14025033236333,0,1.96005926193778,0,0.368862524107229
"LQx.L.M.175",39.4,3,12,8,3.47,6.91838449440743,7.51492582073304,16,16,6,7.529,2.441,1.885,2.294,1.412,0.632,4.30131661112533,9.15758820000903,12.5880425885444,10.2322237151583,3.39752149404759,2.38193549877534,2.85183590588193,1.88094039026355,0.770540113634897
"Pax.L.F.096",41.48,3,11,9,3.3,6.6937262189815,7.16017487880346,15,17,6,6.69,2.05,1.783,2.21,0.29,0.406,3.93733094164551,8.41407040397297,10.9031224051337,8.59230562567252,2.6846640153503,2.14708601284309,2.63724728752046,0.366867420000917,0.477033261218065
"Pax.L.F.097",36.85,3,7,8,3.3,5.33821933670364,6.87929557302111,15,16,6,6.612,2.052,1.351,1.704,0.561,0.241,4.29887681289369,7.55711477677275,13.0445924577884,9.67150852825772,3.09160194366803,1.81753711121308,2.23416737312193,0.799235267178858,0.308302530860551
"Pax.L.F.098",37.22,3,NA,9,3.47,6.31259612172911,7.36839625182422,NA,17,6,6.203,2.009,1.565,2.383,0.988,0.607,4.48693689895631,8.84728766344447,13.7157166072571,8.97420033333496,2.99121747597553,2.08583307576825,3.09969357823801,1.39351939147593,0.770958110089746
"Pax.L.F.099",38.25,3,12,11,4.13,6.46733093684348,7.10050880037597,14,17,6,6.271,2.156,2.238,3.198,0.582,0.698,5.23324416170807,8.81904142510671,12.5650612821274,8.80450352837812,3.10797743810781,2.90753353043253,4.07045512423072,0.798689550523977,0.869317353152053
"Pax.L.F.100",32.19,3,10,9,NA,5.44982512004572,6.12543044605086,14,17,6,5.74,1.816,1.775,2.256,1.128,0.533,NA,8.8371081447768,14.922426174792,9.74066878393891,3.21110889941022,2.71022793141844,3.29375828984844,1.84062426330565,0.751417818947316
"Pax.L.F.101",34.79,3,12,8,2.81,5.65052069256715,5.45638587185191,14,16,6,5.964,1.905,1.349,1.369,0.665,0.414,3.82024575249164,8.47496942577574,11.5104271478673,9.29286148894176,3.07246194271801,1.91528281539115,1.87898164583575,1.00372187929418,0.551967427175454
"Pax.L.F.103",36.62,3,12,8,3.14,6.02406421429876,6.54095523399725,14,16,7,6.17,2.131,1.458,1.875,0.66,0.31,4.10950038641627,8.58183173902346,12.5477826329648,9.08728692727187,3.23451914179829,1.97302030533728,2.47064506057752,0.946205379728918,0.398360023366372
"Pax.L.F.104",35.35,3,10,9,2.97,5.80196709057934,6.15224509149848,NA,17,6,5.829,1.839,1.278,2.126,0.856,0.307,3.9901926820133,8.56367623205989,12.5999185037512,8.92454282287884,2.91045402520504,1.78755001497296,2.88114992412789,1.27146269282439,0.404639184177759
"Pax.L.F.105",33.98,3,9,8,3.47,5.51599029126022,6.76670743201387,14,17,6,5.639,1.902,NA,2.035,0.724,0.269,4.80074408677477,8.4712605108691,14.9116069494955,9.01686200475057,3.15440761140277,NA,2.84591468136451,1.11892518809848,0.364768661235943
"Pax.L.F.106",38.2,3,12,8,2.64,6.14471750057876,7.1286355276818,15,16,6,6.551,1.943,0.714,1.615,0.483,0.277,3.34847093190506,8.39013075168881,12.6454514545609,9.21085301075456,2.80526973498865,0.928741352189355,2.05773251161489,0.663700933693639,0.345311403433252
"Pax.L.F.107",39.07,3,10,9,3.47,6.35339612421404,7.43804873403029,NA,NA,5,6.612,1.697,1.25,1.509,0,0.185,4.32825406283625,8.48107307095769,12.6549982647943,9.06941231314375,2.385623964092,1.59202170328946,1.88853925252406,0,0.226921082353175
"Pax.L.F.108",35.29,3,11,9,3.47,5.85391098537583,6.57732034430233,14,15,5,5.951,2.007,0,NA,0.277,0.229,4.66782432223477,8.65509845043916,13.5129557341051,9.12835445713657,3.18273186885409,0,NA,0.412145201127028,0.302200517895668
"Pax.L.F.109",37.08,3,11,9,3.63,5.91298923858998,6.54025936330147,15,17,5,6.147,1.943,1.128,1.664,0,0.351,4.706975378694,8.31865064532288,12.259523990777,8.93008257074309,2.90588879819449,1.50871353797571,2.1709505140983,0,0.447018311556421
"Pax.L.F.110",37.39,3,11,8,3.47,6.05289408350396,6.21864041626084,14,16,6,6.444,1.925,1.981,2.548,0.533,0.505,4.47178544961695,8.44457205482569,11.4781849526592,9.27630359404751,2.85072360010107,2.62903607965197,3.3023253400414,0.748335775751335,0.639309666895802
"Pax.L.F.111",32.85,3,11,11,3.14,5.62407341269841,6.12665376984127,14,17,NA,5.644,1.349,1.732,2.294,0.605,0.523,4.45462387000317,8.93565587208261,14.3744387930202,9.3665349732307,2.32869708119469,2.59478835022967,3.29560051508876,0.967303660384475,0.726644284252775
"Pax.L.M.112",40.33,3,13,10,3.3,6.38198755947274,6.53596150846268,15,16,6,6.612,2.344,NA,2.065,1.118,0.592,4.02036330981096,8.25195732230715,10.4849383124053,8.75856408728247,3.17361013859316,NA,2.51994809614416,1.45482528001939,0.709772112622667
"Pax.L.M.113",40.28,3,11,11,NA,6.89851859160019,6.48698315838222,14,17,6,7.239,2.611,1.88,2.217,0.572,0.386,NA,8.93095552486652,10.4303197059239,9.60219703347651,3.54030637533798,2.32698621389345,2.70810683776264,0.745256742963613,0.463203345708611
"Pax.L.M.114",44.12,3,12,10,4.29,7.32121644949343,7.39944850149767,13,18,6,7.899,2.576,1.758,1.991,0.828,0.3,4.88939495359203,8.6498766884624,10.0499885859369,9.48008955233334,3.13580335532824,1.99813894900272,2.26211224001435,0.984556829910326,0.337199936956605
"Pax.L.M.115",39.45,3,12,9,1.98,6.73693465679762,7.13847492007094,14,16,5,7.325,2.121,1.461,1.798,0,0.31,2.45204423542866,8.90605977998267,11.9293890094154,9.94111679120872,2.94769709446333,1.84396692608906,2.23296892697114,0,0.377610505629362
