univID,stl,ips,mds,mdf,maf,lps,ips.prop,ect,tpg,mav,mcv,mpt,cle,pmx,ds1,ds2,lpt,ds3,lps.sc,ect.sc,tpg.sc,cle.sc,pmx.sc,ds1.sc,ds2.sc,lpt.sc,ds3.sc
Fos.K.09.001,57.84,1,1,10,9,0,0.333333333,8.35,2.53,14,20,5,8.97,3.25,0,0,1.56,1.56,0,7.832760823,2.36959685,8.395074372,3.000482454,0,0,1.487515685,1.515678098
Fos.K.09.008,42.41,1,1,9,8,0,0.333333333,6.23,1.54,14,19,5,6.81,2.3,0,0,1.86,1.34,0,7.838679694,1.948490033,8.639340929,3.064372308,0,0,2.206652978,1.48616751
Fos.K.09.011,39.04,1,2,10,9,0,0.333333333,5.35,2.2,14,19,5,5.74,1.65,0,3.39,1.86,1.74,0,7.280093725,3.016163358,7.897587553,2.424408392,0,3.86300844,2.33911887,1.999171029
Fos.K.09.012,32.27,1,1,8,8,0,0.333333333,4.62,1.64,14,19,5,4.22,1.21,0,0,1.24,1.2,0,7.528289777,2.704257506,6.998002424,2.22681157,0,0,1.78318952,1.495414071
Fos.K.09.015,40.62,1,1,10,9,0,0.333333333,NA,1.74,14,20,6,NA,2.05,0,0,1.41,1.36,0,NA,2.295515337,NA,2.874135214,0,0,1.724355432,1.536350379
Fos.K.09.019,42.57,1,1,9,8,0,0.333333333,5.89,1.74,14,19,5,6.63,1.83,0,0,1.39,1.41,0,7.384525106,2.193519688,8.379998,2.427345117,0,0,1.644691439,1.561293395
Fos.K.09.023,42.57,1.2,1,8,7,0,0.4,6.76,1.48,14,19,5,NA,1.62,0,0,1.3,1.18,0,8.47527839,1.865752378,NA,2.148797316,0,0,1.538200627,1.306614331
Fos.K.09.024,49.24,1,1,9,8,0,0.333333333,6.13,2.38,NA,19,5,NA,NA,0,0,1.36,1.74,0,6.696479194,2.605524915,NA,NA,0,0,1.452444228,1.810719447
Fos.K.09.028,48.08,NA,2,8,7,NA,NA,7.75,NA,14,20,5,7.84,3.67,0,3.59,1.85,1.83,NA,8.659355838,NA,8.794851404,4.21557992,0,3.76292095,2.009195584,1.923841237
Fos.K.09.031,60.55,1,1,8,8,0,0.333333333,NA,2.38,NA,20,5,9.51,2.69,0,0,1.58,1.64,0,NA,2.132335009,8.509794592,2.352621295,0,0,1.458788943,1.562586619
Fos.K.09.036,47.38,1,1,8,8,0,0.333333333,5.3,2.71,14,20,5,NA,1.62,0,0,2.14,1.1,0,6.004644008,3.079620745,NA,1.893371515,0,0,2.348274911,1.16366409
Fos.K.09.061,37.19,2.2,1,9,8,0,0.733333333,5.47,4.49,14,19,5,5.92,1.59,0,0,1.18,1.41,0,7.793318703,6.452306422,8.542243466,2.474246024,0,0,1.535558194,1.65391366
Fos.K.09.062,46.71,1,1,9,9,0,0.333333333,7.16,3.24,14,20,5,NA,NA,0,0,1.75,1.61,0,8.222002482,3.733088529,NA,NA,0,0,1.939671513,1.713558976
Fos.K.09.066,60.89,3,1,10,8,6.11,1,NA,10.19,14,19,5,8.7,NA,0,0,2.36,1.93,5.649329452,NA,9.080201437,7.742370727,NA,0,0,2.170376791,1.834510871
Fos.K.09.077,37.35,1,2,10,9,0,0.333333333,5.21,2.31,14,20,6,NA,2.11,0,3.97,1.35,1.67,0,7.392791929,3.305776013,NA,3.266812336,0,4.604985344,1.751480485,1.955306927
Fos.K.09.080,57.31,1,2,9,8,0,0.333333333,9.1,2.2,14,19,5,9.53,NA,0,3.83,1.64,1.78,0,8.610989577,2.078987048,9.000031079,NA,0,3.741341784,1.573967268,1.736231513
Fos.K.09.082,43.59,1,1,9,8,0,0.333333333,6.77,2.31,14,19,6,7.26,NA,0,0,1.2,1.23,0,8.299744056,2.846011791,8.965750749,NA,0,0,1.396402098,1.348293103
Fos.K.09.086,45.56,1,1,9,8,0,0.333333333,7.03,2.03,14,19,5,NA,NA,0,0,1.38,1.89,0,8.26542028,2.396145345,NA,NA,0,0,1.556653269,2.033072076
Fos.K.09.090,64.27,1,NA,10,9,0,0.333333333,10.53,3.07,14,19,5,NA,NA,NA,NA,2.73,NA,0,8.939929315,2.596076762,NA,NA,NA,NA,2.41694086,NA
Fos.K.09.093,63.02,1,1,9,9,0,0.333333333,8.75,2.54,NA,20,6,9.45,3.07,0,0,1.98,1.52,0,7.568081623,2.189177343,8.13108851,2.561008647,0,0,1.777356088,1.423761635
Fos.K.09.34B,62.25,1,2,9,8,0,0.333333333,9.75,2.68,NA,19,6,NA,4.02,0,3.75,2.25,2.18,0,8.531685318,2.33752994,NA,3.402594918,0,3.543653587,2.037281207,2.052709581
Fos.K.09.40B,64.81,1,1,10,9,0,0.333333333,NA,2.38,14,19,5,NA,4.14,0,0,1.41,1.69,0,NA,1.996337329,NA,3.341133562,0,0,1.240977754,1.564199442
Fos.K.08.001,61.53,1,3,10,9,0,0.333333333,9.06,2.3,14,19,6,8.83,2.99,NA,3.83,1.49,1.51,0,8.015666706,2.028838975,7.77793051,2.565831338,NA,3.636185912,1.36022934,1.428903938
Fos.K.08.013,42.02,1,1,9,9,0,0.333333333,6.18,2.17,14,20,5,6.07,1.99,0,0,1,1.19,0,7.844047352,2.770296607,7.770612653,2.680462915,0,0,1.194114831,1.325016546
Fos.K.08.021,39.44,1,1,9,8,0,0.333333333,NA,1.54,14,19,5,NA,2.07,0,0,1.12,1.32,0,NA,2.090555458,NA,3.005098461,0,0,1.398428493,1.510032508
Fos.K.08.022,39.77,1,1,10,9,0,0.333333333,NA,2.11,14,19,5,5.03,1.47,0,0,1.16,1.15,0,NA,2.841291676,6.79615838,2.113138112,0,0,1.439899979,1.310891329
Fos.K.08.024,69.69,1,1,9,8,0,0.333333333,9.14,2.43,14,19,5,9.77,3.4,0,0,1.03,1.87,0,7.187488267,1.899776771,7.616954441,2.518263674,0,0,0.861356671,1.678026728
Fos.K.08.036,37.32,1,2,8,8,0,0.333333333,5.13,1.83,13,20,5,5.98,NA,0,3.48,1.37,1.42,0,7.284812266,2.620902067,8.599354715,NA,0,4.037913541,1.778434239,1.663166246
Fos.K.08.051,36.99,1,1,8,7,0,0.333333333,5.78,1.91,14,19,5,NA,1.79,0,0,NA,1.07,0,8.277116965,2.759128796,NA,2.803284606,0,0,NA,1.25798769
Fos.K.08.055,63.27,2,1,9,8,0,0.666666667,8.32,4.6,14,19,5,8.27,3.86,0,0,1.56,1.53,0,7.169253538,3.949466211,7.088214899,3.204994959,0,0,1.396442972,1.430710355
Fos.K.08.057,46.2,1,1,9,8,0,0.333333333,6.65,2.33,14,19,5,6.06,2.25,0,0,1.62,1.4,0,7.716106114,2.713318278,7.069127326,2.709264956,0,0,1.809515103,1.497045204
Fos.K.08.061,57.91,2,1,10,9,0,0.666666667,NA,NA,NA,19,4,NA,NA,0,0,1.91,1.72,0,NA,NA,NA,NA,0,0,1.819702845,1.670270344
Fos.K.08.065,43.42,1,1,9,8,0,0.333333333,5.93,1.93,14,20,5,6.43,2.21,0,0,1.13,1.38,0,7.296871224,2.386860199,7.971216099,2.863667626,0,0,1.31856814,1.515242518
Fos.K.08.068,39.87,1,1,7,NA,0,0.333333333,NA,1.84,14,20,NA,6.51,1.9,0,0,0.75,1.14,0,NA,2.471690109,8.774196715,2.723170591,0,0,0.929325127,1.29810104
Fos.K.08.084,53.65,NA,1,9,8,NA,NA,NA,NA,13,19,5,NA,4.39,0,0,1.67,1.34,NA,NA,NA,NA,4.429752105,0,0,1.678990444,1.344365532
Fos.K.08.092,43.34,1,1,8,7,0,0.333333333,6.92,1.79,14,20,5,NA,NA,0,0,1.79,1.53,0,8.529940551,2.21768078,NA,NA,0,0,2.091419175,1.681264776
Fos.K.08.093,36.85,1,1,8,7,0,0.333333333,5.51,1.57,14,19,5,NA,NA,0,0,1.41,1.72,0,7.918835007,2.276326467,NA,NA,0,0,1.846765734,2.025459222
Fos.K.08.096,38.58,1,1,9,8,0,0.333333333,6.09,NA,14,19,5,6.78,1.77,0,0,0.98,1.44,0,8.38053529,NA,9.43752863,2.637426083,0,0,1.24276732,1.6628721
Fos.K.08.097,63.83,1,1,10,8,0,0.333333333,NA,2.98,NA,19,4,NA,NA,0,0,1.81,1.64,0,NA,2.536806232,NA,NA,0,0,1.610210277,1.527818496
Fos.K.08.104,39.81,1,1,10,9,0,0.333333333,NA,1.75,14,20,5,6.53,1.81,0,0,1.31,1.4,0,NA,2.354226408,8.814155622,2.598800934,0,0,1.624943378,1.595183557
Fos.K.08.105,43.59,NA,1,8,7,NA,NA,NA,NA,NA,19,5,NA,1.42,0,0,1.31,1.19,NA,NA,NA,NA,1.831523605,0,0,1.524405623,1.304446173
Fos.K.08.106,66.96,NA,1,9,9,NA,NA,NA,NA,NA,19,5,NA,4.06,0,0,2.35,2.07,NA,NA,NA,NA,3.152568111,0,0,2.021311649,1.88942749
Fos.K.08.110,45.78,1.2,1,9,8,0,0.4,NA,2.1,14,19,5,7.56,1.35,0,0,1.39,1.37,0,NA,2.467223871,8.898215421,1.643203461,0,0,1.56262432,1.470683381
Fos.K.08.111,69.03,1.2,1,10,9,0,0.4,NA,3.45,14,19,6,NA,3.57,0,0,1.12,0.88,0,NA,2.722206929,NA,2.674088797,0,0,0.942917216,0.792871225
Fos.K.08.114,32.41,3,3,9,8,2.96,1,4.33,4.45,14,19,6,4.43,NA,1.77,3.13,1.23,1.86,4.146787271,7.026889095,7.307046148,7.315135737,NA,2.26684638,3.843297375,1.763425759,2.313615776
Fos.K.08.116,48.79,1,1,8,7,0,0.333333333,6.92,2.28,14,19,5,NA,NA,0,0,1.42,0.8,0,7.625447706,2.518360841,NA,NA,0,0,1.526357607,0.835781238
Fos.K.08.117,38.32,1,1,10,8,0,0.333333333,6.39,1.44,NA,20,6,NA,1.54,0,0,1.53,1.59,0,8.849819497,2.01016094,NA,2.313126508,0,0,1.949498555,1.841391397
Fos.K.08.118,38.59,1,1,10,9,0,0.333333333,5.63,1.55,14,20,5,5.68,NA,0,0,1.32,0.92,0,7.745622874,2.149039292,7.90435777,NA,0,0,1.673626061,1.062273072
Fos.K.08.121,28.77,NA,2,9,10,NA,NA,3.9,NA,14,19,6,4.45,1.21,NA,NA,1.08,0.77,NA,7.084378709,NA,8.258422654,2.550493328,NA,NA,1.683857076,1.007715325
Fos.K.08.132,60.61,1.2,1,10,7,0,0.4,NA,2.8,NA,19,NA,NA,NA,0,0,2.04,1.73,0,NA,2.506222232,NA,NA,0,0,1.882186636,1.647642119
Fos.K.08.136,51.8,1,1,10,9,0,0.333333333,NA,2.47,NA,19,5,9.59,3.03,0,0,1.4,1.2,0,NA,2.574418605,10.00009831,3.186936364,0,0,1.442747087,1.222064921
Fos.K.08.139,55.58,1,1,10,9,0,0.333333333,8.65,2.09,14,18,5,9.66,2.67,0,0,1.83,NA,0,8.426070763,2.034598147,9.401074136,2.583935258,0,0,1.794633562,NA
Fos.K.08.148,40.67,1,1,10,9,0,0.333333333,NA,NA,NA,20,6,NA,1.76,0,0,0.9,1.23,0,NA,NA,NA,2.463964448,0,0,1.099699481,1.388764461
Fos.K.08.155,61.88,1,1,10,NA,0,0.333333333,6.92,1.63,14,19,5,NA,2.75,0,0,1.16,1.23,0,6.08956661,1.429945785,NA,2.344107503,0,0,1.054749658,1.161128973
Fos.K.08.165,42.95,1,1,9,8,0,0.333333333,5.13,1.34,14,20,5,NA,NA,0,0,0.87,1.07,0,6.377820491,1.674773334,NA,NA,0,0,1.022990048,1.180328645
Fos.K.08.166,38,1,1,8,8,0,0.333333333,5.69,NA,14,19,4,NA,1.64,0,0,NA,1.04,0,7.943140379,NA,NA,2.487870517,0,0,NA,1.208747931
Fos.K.08.167,44.65,1,1,10,9,0,0.333333333,NA,1.09,14,20,5,6.02,NA,0,0,1.11,0.9,0,NA,1.312009292,7.261357126,NA,0,0,1.270004492,0.976497049
Fos.K.08.168,63.41,1,1,8,7,0,0.333333333,10.06,1.53,NA,19,6,11.45,3.09,0,0,1.27,1.5,0,8.650479887,1.310815439,9.792551677,2.558961558,0,0,1.135079947,1.401335437
Fos.K.08.176,64.78,2,1,9,8,0,0.666666667,10.57,5.59,NA,20,5,11.48,3.5,NA,2.77,1.77,2.1,0,8.907017627,4.690981109,9.614622266,2.826176256,NA,2.576068613,1.558331066,1.94406367
Fos.K.08.179,48.4,1.8,2,9,8,0,0.6,6.15,3.47,NA,19,5,NA,2.23,0,3.97,1.99,2.02,0,6.828616696,3.862700672,NA,2.541502138,0,4.150163234,2.151171956,2.1175842
Fos.K.08.185,66.13,2,3,9,8,0,0.666666667,9.4,5.8,14,20,6,11.34,2.88,2.29,4.4,2.21,1.77,0,7.767985677,4.770866295,9.307274738,2.269522662,2.077377678,4.058224486,1.917660532,1.624215635
Fos.K.08.186,55.7,2,1,10,NA,0,0.666666667,NA,2.12,NA,19,NA,8.16,NA,0,0,1.16,1.1,0,NA,2.059492987,7.924508505,NA,0,0,1.135855774,1.086072571
Fos.K.08.196,40.71,NA,3,NA,NA,NA,NA,NA,1.91,NA,NA,NA,NA,2.39,NA,NA,1.1,1.96,NA,NA,2.514389985,NA,3.342065652,NA,NA,1.343147152,2.212062795
Fos.K.07.004,25.73,0,1,9,8,0,0,3.44,0,14,19,5,3.6,0.78,0,0,1.22,0.75,0,6.945321209,0,7.453887544,1.876150087,0,0,2.057737948,1.029427208
Fos.K.07.005,60.44,1,1,10,8,0,0.333333333,8.76,4,13,20,5,9.38,2.82,0,0,1.71,1.45,0,7.882452316,3.590078324,8.408441579,2.471623881,0,0,1.580838506,1.382627181
Fos.K.07.006,58.29,1,1,10,9,0,0.333333333,8.57,1.92,15,19,5,8.79,3.47,0,0,1.63,1.73,0,7.980389815,1.784812971,8.164349929,3.174376049,0,0,1.54580508,1.67530098
Fos.K.07.022,68.28,1,0,10,8,0,0.333333333,8.3,2.13,14,19,5,NA,3.69,NA,NA,2.14,NA,0,6.654409273,1.698557977,NA,2.799899869,NA,NA,1.815556659,NA
Fos.K.07.029,45.29,1,1,9,8,0,0.333333333,6.75,1.96,14,19,5,7.16,2.22,0,0,1.92,1,0,7.980979994,2.326887302,8.516779617,2.73675088,0,0,2.174861388,1.078430198
Fos.K.07.042,60.43,1,1,9,9,0,0.333333333,8.42,2.86,14,19,5,NA,2.58,0,0,1.14,1.9,0,7.577698849,2.567317736,NA,2.261715275,0,0,1.054015128,1.811846248
Fos.K.07.044,41.42,1,1,11,9,0,0.333333333,NA,1.15,14,20,4,6.61,2.58,0,0,NA,0.89,0,NA,1.48873915,8.582044446,3.534761039,0,0,NA,0.997076541
Fos.K.07.045,50.21,1,1,10,8,0,0.333333333,NA,1.62,NA,19,5,NA,2.1,0,0,2,1.49,0,NA,1.740288162,NA,2.291689445,0,0,2.106809735,1.537710076
Fos.K.07.048,38.17,1,1,9,8,0,0.333333333,5.93,1.34,14,19,5,NA,NA,0,0,1.34,1.37,0,8.243282017,1.877691292,NA,NA,0,0,1.712125527,1.589264184
Fos.K.07.050,64.82,1,1,10,9,0,0.333333333,9.23,1.63,14,19,5,9.83,3.09,0,0,2.57,1.6,0,7.773298271,1.367034976,8.227749527,2.493289828,0,0,2.261678289,1.480801427
Fos.K.07.060,44.81,1,1,10,9,0,0.333333333,6.35,1.82,14,19,5,NA,1.95,0,0,1.89,1.78,0,7.584119495,2.183111939,NA,2.434373079,0,0,2.157000676,1.92834975
Fos.K.07.065,46.93,1,1,9,8,0,0.333333333,6.16,1.97,13,19,6,6.43,2.39,0,0,1.64,1.59,0,7.042293882,2.25949538,7.386350249,2.824997909,0,0,1.811745307,1.688884186
Fos.K.07.066,38.56,1,1,10,9,0,0.333333333,6.01,1.47,NA,19,5,6.95,2.37,0,0,1.09,0.9,0,8.274505494,2.03965812,9.67908153,3.533634231,0,0,1.382766368,1.039524956
Fos.K.07.069,60.23,1,1,9,8,0,0.333333333,NA,2.52,14,18,5,8.62,2.81,0,0,1.79,1.72,0,NA,2.26939277,7.753569955,2.473013669,0,0,1.658856178,1.642518578
Fos.K.07.075,56.8,1.8,3,10,9,0,0.6,NA,7.42,14,20,5,9.77,2.52,2.49,4.62,2.43,1.94,0,NA,7.072873976,9.307888183,2.376969003,2.431189118,4.529270764,2.346883213,1.899525915
Fos.K.07.076,56.27,1,1,9,8,0,0.333333333,8.35,2.69,14,19,5,NA,3.39,0,0,1.49,1.43,0,8.039420027,2.587561866,NA,3.23322321,0,0,1.448565538,1.405776101
Fos.K.07.080,43.89,1,1,8,7,0,0.333333333,6.17,1.82,14,19,5,6.6,2.15,0,0,1.59,1.19,0,7.515231656,2.227454407,8.096065811,2.750688201,0,0,1.841319143,1.300635555
Fos.K.07.081,39.78,1,0,8,7,0,0.333333333,5.69,1.93,14,19,6,NA,2.08,NA,NA,1.42,NA,0,7.606383543,2.598273336,NA,2.989130027,NA,NA,1.762324186,NA
Fos.K.07.083,44.11,1,1,10,9,0,0.333333333,6.15,1.94,13,20,4,6.99,2.35,0,0,NA,1.71,0,7.455510834,2.362840153,8.532545897,2.988847557,0,0,NA,1.864998765
Fos.K.07.084,40.32,0,0,10,9,0,0,5.34,0,14,NA,4,5.56,1.01,NA,NA,NA,NA,0,7.047998223,0,7.411788956,1.42850085,NA,NA,NA,NA
Fos.K.07.094,66.69,1,1,10,9,0,0.333333333,10.27,2.58,NA,19,5,10.67,3.79,0,0,2.51,1.51,0,8.419482285,2.104937353,8.685282594,2.957004587,0,0,2.165083433,1.380655394
Fos.K.07.102,53.22,1,1,9,8,0,0.333333333,NA,2.42,14,20,6,9,NA,0,0,1.38,2.09,0,NA,2.457044297,9.139338753,NA,0,0,1.395312735,2.104018499
Fos.K.07.104,67.26,NA,1,10,9,NA,NA,NA,NA,14,19,5,NA,NA,0,0,2.01,2.02,NA,NA,NA,NA,NA,0,0,1.723433487,1.84027684
Fos.K.07.112,40.71,1,1,9,8,0,0.333333333,5.05,1.7,14,19,5,NA,2.54,0,0,1.12,1.41,0,6.604800886,2.23793873,NA,3.551818726,0,0,1.367568009,1.591330888
Fos.K.07.119,45.38,NA,1,10,9,NA,NA,7.97,NA,14,19,5,8.79,3.06,0,0,1.83,1.61,NA,9.405781348,NA,10.43532791,3.763435757,0,0,2.070019287,1.734803005
Fos.K.07.122,35.74,1,1,8,7,0,0.333333333,5.38,1.83,14,19,5,5.24,1.37,0,0,0.75,1.19,0,7.95906268,2.733135774,7.861626591,2.234518253,0,0,1.003705818,1.419736444
Fos.K.07.125,61.63,1,1,10,9,0,0.333333333,9.5,2.53,14,19,5,9.68,3.6,0,0,1.5,1.52,0,8.392042251,2.228212774,8.513092914,3.083370452,0,0,1.367793586,1.437370923
Fos.K.07.139,70.24,2,1,9,8,0,0.666666667,NA,5.65,13,19,6,NA,3.31,0,0,1.63,1.79,0,NA,4.383646283,NA,2.428926577,0,0,1.355593839,1.600862654
Fos.K.07.141,48.41,1,1,10,9,0,0.333333333,6.84,1.61,14,20,5,7.26,NA,0,0,1.08,1.47,0,7.593269542,1.791845207,8.089786246,NA,0,0,1.1673004,1.540878458
Fos.K.07.147,50.32,2.2,1,NA,NA,0,0.733333333,6.37,5.48,14,20,5,6.56,2.88,0,0,1.03,1.8,0,6.817241371,5.874426468,7.037692126,3.134768204,0,0,1.08333647,1.855903147
Fos.K.07.148,42.11,1,1,8,8,0,0.333333333,5.18,1.55,NA,20,4,5.67,1.68,0,0,NA,1.29,0,6.561485515,1.974683798,7.24333826,2.257187136,0,0,NA,1.435052243
Fos.K.07.165,50.08,1.4,1,10,8,0,0.466666667,6.09,4.14,14,19,5,6.41,1.88,0,0,1.68,1.39,0,6.547136461,4.458593043,6.909073358,2.057904885,0,0,1.772953504,1.436095213
Fos.K.07.167,38.48,1,1,9,8,0,0.333333333,5.88,1.99,14,20,5,6.17,2.55,0,0,1.45,1.37,0,8.111449149,2.766733931,8.610307764,3.811357423,0,0,1.842151657,1.583790381
Fos.K.07.170,24.09,0,2,9,8,0,0,2.93,0,14,20,5,3.16,1.19,0,1.63,0.77,1.32,0,6.296064577,0,6.979207485,3.094089219,0,2.254476686,1.360380012,1.863410933
Fos.K.07.179,40.12,1.8,1,8,7,0,0.6,6.09,4.41,NA,19,5,NA,2.22,0,0,1.67,1.47,0,8.07579897,5.888211829,NA,3.15838497,0,0,2.060209962,1.669410177
Fos.K.07.194,62.32,1,1,9,8,0,0.333333333,7.85,2.79,NA,19,5,NA,3.62,0,0,1.74,1.52,0,6.861798805,2.430823827,NA,3.059960176,0,0,1.574251251,1.430561109
Fos.K.07.209,46.91,1,1,9,8,0,0.333333333,6.17,1.82,14,19,5,NA,2.3,0,0,1.34,1.69,0,7.056572064,2.088315242,NA,2.719987487,0,0,1.480772835,1.795429726
Fos.K.07.232,46.58,1,1,9,8,0,0.333333333,6.36,1.14,NA,19,5,6.54,2.21,0,0,1.25,1.2,0,7.32263033,1.317047264,7.568043226,2.635455829,0,0,1.388201084,1.278706002
Fos.K.07.233,44.03,1,1,9,8,0,0.333333333,NA,2.18,14,20,5,5.96,2.19,0,0,0.6,1.39,0,NA,2.65982632,7.288204264,2.791335175,0,0,0.69328109,1.51716743
Fos.K.07.236,50.3,NA,1,9,8,NA,NA,NA,NA,15,19,5,NA,2.38,0,0,1.26,1.65,NA,NA,NA,NA,2.591755309,0,0,1.325617549,1.701533047
Fos.K.07.259,58.79,1,0,10,8,0,0.333333333,8.62,1.8,NA,18,5,NA,4.21,NA,NA,2.36,NA,0,7.962331501,1.659466333,NA,3.812641211,NA,NA,2.224678959,NA
Fos.K.07.288,68.46,1,1,11,10,0,0.333333333,NA,2.73,NA,20,5,NA,NA,0,0,1.66,1.66,0,NA,2.171476495,NA,NA,0,0,1.405720794,1.500942432
Fos.K.07.301,80.32,1,1,10,9,0,0.333333333,10.71,3.05,14,19,5,NA,NA,0,0,1.22,1.64,0,7.363368866,2.077951288,NA,NA,0,0,0.923199924,1.385171415
Fos.K.06.001,50.83,0,1,10,9,0,0,6.92,0,14,19,5,7.5,2.23,0,0,1.23,1.3,0,7.335520473,0,7.966996226,2.398505001,0,0,1.28454012,1.334621545
Fos.K.06.008,41.66,0,1,10,9,0,0,5.28,0,14,19,4,5.58,2.09,0,0,0.76,0.88,0,6.756501179,0,7.203836212,2.843940028,0,0,0.913041972,0.983446867
Fos.K.06.010,35.28,1,1,10,9,0,0.333333333,4.98,1.85,14,19,5,5.16,2.34,0,0,1.01,1.46,0,7.45818201,2.79791893,7.840536957,3.875519396,0,0,1.364042125,1.751512855
Fos.K.06.011,54.38,0,1,10,9,0,0,8.45,0,15,19,5,8.15,2.64,0,0,1.18,1.5,0,8.403035902,0,8.103082967,2.621683454,0,0,1.175116917,1.496236554
Fos.K.06.016,28.81,NA,1,8,7,NA,NA,NA,NA,14,20,5,4.55,NA,0,0,1.45,1.19,NA,NA,NA,8.432512606,NA,0,0,2.258523549,1.556455565
Fos.K.06.018,40.58,1,1,9,8,0,0.333333333,4.62,1.8,14,19,5,4.67,1.76,0,0,2.29,1.46,0,6.06072845,2.376939886,6.18626738,2.470425802,0,0,2.802492284,1.650010568
Fos.K.06.025,53.97,1,1,9,8,0,0.333333333,8.84,1.96,NA,19,5,NA,2.46,0,0,2.23,2.03,0,8.854053363,1.963191637,NA,2.464886307,0,0,2.232637168,2.03145397
Fos.K.06.029,43.36,1,1,10,8,0,0.333333333,5.96,1.77,NA,19,5,NA,2.31,0,0,1.17,1.17,0,7.343389399,2.191921779,NA,2.998142345,0,0,1.366573009,1.285420082
Fos.K.06.032,49.75,3,1,10,9,4.38,1,6.68,7.68,NA,20,6,7.25,2.46,0,0,1.62,1.6,4.626520413,7.22649453,8.32418675,7.865283313,2.713918329,0,0,1.717610584,1.657727395
Fos.K.06.047,60.85,1,1,9,8,0,0.333333333,8.43,2.45,14,19,5,8.83,3.72,0,0,1.54,1.97,0,7.537135043,2.184560188,7.863124912,3.234486067,0,0,1.416918262,1.873056758
Fos.K.06.050,25.7,0,1,8,7,0,0,2.94,0,NA,19,5,3.02,0.93,0,0,0.55,1.13,0,5.942383695,0,6.260138557,2.240035356,0,0,0.928431069,1.551775658
Fos.K.06.059,59.76,1,1,9,8,0,0.333333333,7.42,2.49,13,20,6,NA,2.72,0,0,1.69,1.48,0,6.748562214,2.25946862,NA,2.416078746,0,0,1.57484545,1.418060521
Fos.K.06.006,56.76,1,1,9,9,0,0.333333333,8.15,2.65,NA,19,5,8.41,2.71,0,0,2.21,1.12,0,7.782739616,2.527751905,8.017749853,2.558314572,0,0,2.135467157,1.096963091
Fos.K.06.063,49.35,1,2,9,8,0,0.333333333,NA,2.43,14,20,5,7.14,NA,0,2.1,1.22,1.33,0,NA,2.654514985,7.807488214,NA,0,2.178244672,1.300882399,1.382738938
Fos.K.06.065,62.55,1.2,0,10,8,0,0.4,9.54,2.46,15,19,5,9.68,3.28,NA,NA,2,NA,0,8.310032168,2.135667444,8.390332717,2.760512823,NA,NA,1.804796878,NA
Fos.K.06.067,43.43,1,1,9,8,0,0.333333333,NA,1.97,14,19,5,NA,2.05,0,0,1.75,1.2,0,NA,2.435785044,NA,2.655620243,0,0,2.041699236,1.317472775
Fos.K.06.046,39.34,1,1,10,8,0,0.333333333,6.73,2.35,14,19,6,7.43,2.4,0,0,1.15,1.5,0,9.091847828,3.197993245,10.14641011,3.494644299,0,0,1.438455346,1.717805176
Fos.K.06.069,64.58,NA,1,11,9,NA,NA,NA,NA,14,19,5,NA,3.55,0,0,2.1,1.77,NA,NA,NA,NA,2.877047678,0,0,1.852897055,1.640730527
Fos.K.06.070,28.79,1,1,8,7,0,0.333333333,4.19,1.13,14,19,5,NA,NA,0,0,0.84,0.77,0,7.606162194,2.081223726,NA,NA,0,0,1.309025956,1.007416668
Fos.K.06.071,24.77,NA,1,9,7,NA,NA,4.5,NA,NA,18,5,NA,1.54,0,0,0.85,0.64,NA,9.418327209,NA,NA,3.874497535,0,0,1.472571758,0.892808152
Fos.K.06.072,50.18,1,1,10,8,0,0.333333333,8.23,2.54,14,19,4,8.44,2.4,0,0,NA,1.49,0,8.831085739,2.730181158,9.079354551,2.620924764,0,0,NA,1.538102135
Fos.K.06.051,55.02,NA,1,10,9,NA,NA,NA,NA,NA,19,6,9.41,2.53,0,0,1.18,1.66,NA,NA,NA,9.249136007,2.477935016,0,0,1.165475884,1.647592001
Fos.K.06.080,38.06,1,1,10,9,0,0.333333333,5.21,1.41,NA,20,5,5.43,1.7,0,0,1.13,1.55,0,7.26221808,1.981314464,7.659591144,2.574084833,0,0,1.446744187,1.800287403
Fos.K.06.081,44.26,1,1,10,NA,0,0.333333333,NA,1.42,14,20,5,NA,1.49,0,0,1.14,1.54,0,NA,1.723819783,NA,1.887466588,0,0,1.312410746,1.677159198
Fos.K.06.084,43.76,1,1,9,7,0,0.333333333,5.46,1.14,14,20,5,5.49,1.97,0,0,1.29,1.57,0,6.669126695,1.39923613,6.75406585,2.529251701,0,0,1.497023851,1.718137082
Fos.K.06.085,53.56,1,0,10,8,0,0.333333333,NA,1.65,14,19,5,NA,4.12,NA,NA,2.04,NA,0,NA,1.664948329,NA,4.165566671,NA,NA,2.053408327,NA
Fos.K.06.086,40.23,1,1,9,8,0,0.333333333,NA,1.67,14,19,3,6.94,2.32,0,0,NA,0.95,0,NA,2.223866428,9.271693534,3.289988468,0,0,NA,1.07761127
Fos.K.06.087,62.8,1,1,11,9,0,0.333333333,8.86,2.06,14,20,5,NA,2.72,0,0,2.02,1.62,0,7.688625522,1.781503111,NA,2.278436678,0,0,1.817732518,1.51969531
Fos.K.06.092,66.76,1,1,11,9,0,0.333333333,9.07,2.34,14,19,5,9.88,3.64,0,0,2.04,1.59,0,7.428328074,1.907188858,8.033963546,2.836452883,0,0,1.758370094,1.453152303
